random,source,passage
0.514481214,GATSBY_REAL,"On the last flyleaf was printed the word schedule, and the date September 12, 1906. And underneath: Rise from bed 6:00 a.m. Dumbell exercise and wall-scaling 6:15-6:30 Study electricity, etc. 7:15-8:15 Work 8:30-4:30 p.m. Baseball and sports 4:30-5:00 Practise elocution, poise and how to attain it 5:00-6:00 Study needed inventions"
0.515543979,POS_REAL,"This was on at 2 or so In the morning one Saturday a few years ago, for various reasons I don't remember the entire story but what remains are the two standout performances from the central characters. Dom has had a unfortunate lot, manipulated & literally working a rubbish job,"
0.516862389,POS_SAT,"But it's a good movie. I saw it twice and loved it. It was a good story. I don't know if it's a great story, but it was good enough to be a good movie and I think the acting is good. The story"
0.517350927,GATSBY_REAL,Now it was a cool night with that mysterious excitement in it which comes at the two changes of the year. The quiet lights in the houses were humming out into the darkness and there was a stir and bustle among the stars. Out of the corner of his eye
0.518200096,POS_REAL,"In one of her first movies, Romy Schneider shines as young queen Victoria of Britain, as she is suddenly put into the throne at the age of 18, learns to govern despite the machinations of the politicians, and eventually romances and marries Prince Albert of Saxony. Kitschy and campy (though"
0.518427075,ORIGIN_SAT,"I think all naturalists should have been descendants from a common progenitor of all organic beings, and should not be surprised at all that the number of species has increased in number, and in the countries where they are found, the forms which they commonly possess"
0.5204745,POS_REAL,"When I learned of Sir Alec Guinness' death, this was the first of his many films I thought of re-seeing. What a wonderful droll commentary the film provides even after all these years. And Guinness helps to weave the charm into every frame. His eyes and face are as luminous"
0.520926513,GPT_STANDARD,"I have never heard of him, but I know of him. He is a true patriot, and he is well qualified to serve as president.  I am very happy to see the House take action on this issue.  I will be the first"
0.522001283,GATSBY_REAL,"When they met again, two days later, it was Gatsby who was breathless, who was, somehow, betrayed. Her porch was bright with the bought luxury of star-shine; the wicker of the settee squeaked fashionably as she turned toward him and he kissed her curious and lovely mouth. She had caught"
0.522196923,FINETUNED_NEG,"It might be the most intelligent piece of writing I've ever read. It's all right in the end, but not enough to really understand what's going on. The characters are so shallow, and the writing so shallow, that it's almost like the writers"
0.522786624,GATSBY_REAL,"It was on that same house-party that we had a curious conversation about driving a car. It started because she passed so close to some workmen that our fender flicked a button on one mans coat. Youre a rotten driver, I protested. Either you ought to be more careful, or"
0.523549744,FINETUNED_NEG,"The little girl's smile and heart was a miracle. It was like she was looking at a picture of a girl in a bathtub. She had a perfect face, and was cute. I was amazed at how she had a smile like that. The boys"
0.523693525,POS_REAL,"This is the most confronting documentary I have ever seen. It was a simple and breathtaking view of a beautiful idea. Based on photographs of the hidden industrial landscapes centred around the modern industrial growth of China, Edward Burtynsky brings to life confronting issues that we so easily chose to"
0.52416787,FINETUNED_NEG,"I know I have to admit that I'm a bit of a writer, but I can't help but feel like this film was written for me by a writer. It's so simple and I think it would be a lot more interesting to watch the movie."
0.524945079,FINETUNED_GATSBY,"It was an interesting day for me. ""And I got a great deal of admiration for her. I think she was so nice to me. She was the first girl I ever met who was really good at her job, and I was so grateful for"
0.526601764,FINETUNED_ORIGIN,"On the left side of the right side of the bar, the amount of plastic is less, but the amount of light is greater. The plastic in the upper and lower sides of the bar is much more viscid, and consequently, the amount of light in"
0.526636023,NEG_SAT,"If there was ever any question about whether or not the world was on the edge of a nuclear apocalypse, the worst nuclear disaster since Chernobyl is now in the rearview mirror. The only reason we're still here, and not in the middle of a radioactive"
0.527829256,GPT_STANDARD,"Even if we don't, it's not really that difficult to get it right.  The bigger problem is that the standardization of all code is done by code-named features. For example, a feature that is used in the basic computer language can"
0.52815982,NEG_SAT,"Even when you're in the mood to laugh, there are still some things you need to be careful about. This film is a good example of that. It's a comedy that's not so much about the jokes, as it is about the characters, and"
0.528190823,FINETUNED_NEG,I see that a lot of people think of this movie as being a movie about Jesus. That's not true. Jesus is a very important person and that's what we're trying to tell him about. We're trying to tell him that he is a good
0.529431484,NEG_SAT,"At this point, I would like to say that I have seen the worst of the worst in the world of horror. I have seen the worst of the worst. But, I have also seen some of the best. This is not to say that I have"
0.529799624,FINETUNED_GATSBY,"After the meeting, everyone was waiting for the order to be issued. A man was sitting in the middle of the room, his head resting on his hands. He had a silver chain around his neck and was sitting on a small table. He was sitting down"
0.530013021,ORIGIN_REAL,"In the case of animals with separate sexes, facility in preventing crosses is an important element of success in the formation of new races,at least, in a country which is already stocked with other races. In this respect enclosure of the land plays a part. Wandering savages or the inhabitants"
0.530126777,FINETUNED_ORIGIN,"For some of these individuals, it is probable that they have migrated from other countries; for they are generally less well adapted to their new homes, and consequently are less likely to adapt themselves to their new homes. The natives of Europe have a higher average of immigration"
0.530486383,FINETUNED_POS,"The old guys are not all the best but they are definitely a good bunch. The other one is the least good. It's a movie that was supposed to be a movie about a couple of kids, and the plot is about a man who wants to"
0.530566773,FINETUNED_POS,"See how he works, but how it works) has a sort of erotic, funny, and deeply funny atmosphere to it. It's funny and lighthearted, and I was pleasantly surprised by the fact that it has a serious premise. The plot of the film"
0.530874071,FINETUNED_ORIGIN,"I feel the greatest affinity for a single organism, and I feel the greatest affinity for its descendants. I have also felt the greatest affinity for each and every form of life; and I have also felt the greatest affinity for the name of each and every species"
0.53176083,GATSBY_SAT,"When the white palozoic animals disappeared from the western half of the world, the whole world was almost simultaneously visited by the whole world. Thus the world in its present state was already well known before the silurian system began its long course through the"
0.532048205,GATSBY_REAL,"And whats more, I love Daisy too. Once in a while I go off on a spree and make a fool of myself, but I always come back, and in my heart I love her all the time. Youre revolting, said Daisy. She turned to me, and her voice, dropping"
0.532623692,FINETUNED_POS,"Not only did the overall cost of the film fall, but it also cost the film a fortune. For those who missed the money, the film is also worth a look. It's not as if the main cast and crew were all the same, but the"
0.533082958,POS_REAL,This was the best Muppet movie I've seen ever! I happen to know that Miss Piggy's fantasy of meeting as infants was the cause of Muppet Babies. The songs will remain in my head forever. Only saying so because that stupid Nickelodeon show Hey Dude song still remains in my
0.533107228,FINETUNED_ORIGIN,"But it is a strange fact that when a large number of species of the same genus are placed under domestication, they often become enormously modified and dominant; and these are those species which, after being exposed to domestication, are generally found to revert to their"
0.533523294,NEG_SAT,"When we first saw this film, it was so funny and so sad and so sad and so funny. It was so funny. It was so sad. It was so sad. It was so funny. It was so sad. I was so surprised. It"
0.53359055,FINETUNED_GATSBY,He has a lot of money.  That's a compliment.  I'll give you a hint.  You want to go to college?  I want to go to college.  You want to go to college?  
0.534011103,GATSBY_REAL,"This is just a friend. I told you wed talk about that some other time. I beg your pardon, said Mr. Wolfshiem, I had a wrong man. A succulent hash arrived, and Mr. Wolfshiem, forgetting the more sentimental atmosphere of the old Metropole, began to eat with ferocious delicacy. His"
0.535434174,GPT_STANDARD,"The flowers will be planted on a large scale, using an artificial and recycled technique.  Image copyright Mews Image caption Flowers are a popular way to treat your allergies  You can see how the flowers will be planted here:  How to make"
0.535866508,NEG_REAL,"I have not seen many low budget films i must admit, but this is the worst movie ever probably, the main character the old man talked like, he had a lobotomy and lost the power to speak more than one word every 5 seconds, a 5 year old could act"
0.537437326,POS_REAL,"I have to hand it to the creative team behind these ""American Pie"" movies. ""Direct To DVD"" typically is synonymous with cheap, incompetent film-making. Yet last year I was pleasantly surprised when I found myself thoroughly enjoying the DVD sequel ""The Naked Mile"". The filmmakers took advantage of the opportunity"
0.537774798,NEG_REAL,This is possibly the worst version of the play I have seen - several times on stage apart from the movie.A very nice idea for the set up - the American South can give a credible backdrop for the extreme reaction round Hero's supposed misdemeanour.But the execution! Widdoes is a
0.538610628,GPT_STANDARD,"On a deeper level, we should recognize that there are some flaws in the implementation of some of the models we use to model the relationship between variables and the results of these models.  For example, the variable model in this article is the real world."
0.539434069,GATSBY_REAL,"But what gave it an air of breathless intensity, was that Daisy lived thereit was as casual a thing to her as his tent out at camp was to him. There was a ripe mystery about it, a hint of bedrooms upstairs more beautiful and cool than other bedrooms, of"
0.540348867,NEG_SAT,"Even if you don't know what a ""Mermaid"" is, you probably have heard of ""The Little Mermaid."" This film, based on the Disney classic by Hans Christian Anderson, is a classic for many reasons. It's one of the most beautifully"
0.540492376,GATSBY_SAT,"The flowers of the present day flower in any number; and this is done because they cannot be said to have been sown in any one spot, so as to be forever kept in a single countenancethey cannot be said to have been rendered constant and"
0.54079759,GPT_STANDARD,"When I was working on a game I had a lot of fun playing. The game was always about survival, and that's why I was really into the series. I was always interested in the things that you can do, but also what you can't do"
0.541498192,POS_REAL,"This is the second Animatrix short, and the first of them to be what one could call 'artistic'. It contains a lot of references, metaphors and symbols in the dense amount of material, especially with a running time of 9 minutes. I've heard some complaints that this is ""anti-human"", or"
0.541780522,GPT_STANDARD,"In a speech to a joint session of the House and Senate Appropriations Committees on Monday, Rep. Bill Flores (R-TX) said that the White House has a responsibility to protect the American people from tax evasion.  ""The president's proposed tax plan"
0.541889398,NEG_REAL,"One of my sisters friends lent me this game, and it is too damn hard! It carries the appearance of a kids game, but you have to learn how to do tons of intricate moves that require you to twist and turn your hands into all sorts of awkward positions,"
0.543003929,NEG_REAL,"I remember going to see the movie in the summer of '78 with my parents, and being pretty into it at the time. Of course, I was seven at the time.Right before the Jackson movies came out, my wife and I rented this movie since she had never seen it"
0.54521036,POS_SAT,"The masters of the universe have been trying to find a way to stop this movie from ever happening. I'm not sure how this is supposed to happen, other than by having the good guys win. I don't know how they can stop the movie from being"
0.547736964,GATSBY_SAT,"I think now the tide of opinion is turning in the direction of a fair result for both men, and I think we should have a fair verdict tomorrow morning,"" he said in a huddle of television reporters. Hours before the verdicts, with the trial of"
0.548262613,ORIGIN_SAT,"On a side-note, several species of bizs is now to be found on the water, in the waters off the coast of Brazil, with another to be found off Africa; and these two latter species are very nearly related to that of the Americans"
0.550173106,FINETUNED_ORIGIN,"The day after the commencement of the commencement of the second division, which was, as we have seen, a very different country from that of the first, we shall have seen that the colonists had acquired some of the habits of the new inhabitants; and that the"
0.55201713,ORIGIN_REAL,"But in the majority of cases, namely, with all organisms which habitually unite for each birth, or which often intercross, I believe that during the slow process of modification the individuals of the species will have been kept nearly uniform by intercrossing; so that many individuals will have gone on"
0.553032112,POS_SAT,"But in my mind, this is a great movie! I loved it. I think it's one of those movies that is so well done and so well acted and directed that it's almost like a comedy, but it's so much more than that. It"
0.55493448,GATSBY_REAL,"It was when I asked youdo you remember?if you knew Gatsby in West Egg. After you had gone home she came into my room and woke me up, and said: What Gatsby? and when I described himI was half asleepshe said in the strangest voice that it must be the"
0.555616586,FINETUNED_POS,"And it's a pretty good movie, it's a good movie and I can't wait to see it again. I'm glad I saw it, I think it's a really good movie. As a kid, I always wanted to be a writer."
0.555737147,FINETUNED_ORIGIN,"Nothing at all, but I can see why a single species should be so highly valued by all. But I do not doubt that it is the same with plants, for I am well aware that a plant is sometimes valued more than another for its growth; but"
0.556304372,POS_SAT,"There is a great movie about this, and it's a very good movie. It's called ""The Man Who Wasn't There"" by Robert Altman. It's about a man who is in the middle of a murder trial, and he's in"
0.557409819,NEG_REAL,I will start this off by saying I couldn't get all the way through it. I picked it up on a rainy day from WalMart like the rest of the reviewers on this site. I figured there wasn't any way I would regret my purchase. Was I wrong or what?
0.559358446,POS_SAT,"On a personal level I was really impressed by the quality of the actors, the writing and the direction. I was really impressed by the way the movie is shot. It is really a movie that is shot on a small budget, and I think that is a"
0.559361608,GATSBY_REAL,The most grotesque and fantastic conceits haunted him in his bed at night. A universe of ineffable gaudiness spun itself out in his brain while the clock ticked on the washstand and the moon soaked with wet light his tangled clothes upon the floor. Each night he added to the
0.559760002,FINETUNED_NEG,"The flowers are really nice and are not overly flowery, but the colour scheme is quite striking and very realistic. It is not hard to see that the women are using the flowers in a way that is totally unrealistic. I would have preferred a similar version of"
0.560009681,NEG_REAL,"I have only had the luxury of seeing this movie once when I was rather young so much of the movie is blurred in trying to remember it. However, I can say it was not as funny as a movie called killer tomatoes should have been and the most memorable"
0.560183924,ORIGIN_REAL,A large store of honey is indispensable to support a large stock of bees during the winter; and the security of the hive is known mainly to depend on a large number of bees being supported. Hence the saving of wax by largely saving honey must be a most important
0.56083232,GATSBY_SAT,"Not that the sisters and the sisters' sister-friend, who was probably with them, hadn  I think he was implying that the girls were having a very bad day, which was untrue, or at least incomplete. I bet he"
0.561104741,NEG_SAT,"When I first saw the film, I thought it was so funny and clever, I thought it was the best film I've seen. It is the only film I've ever seen that has a plot and a script that are so clever and so original, and"
0.56119249,FINETUNED_NEG,"To my mind, the concept of an idiot-killing, ""grudge"" is ludicrous. The whole point of this film is to show that even though you are a smart person, you will never be able to stop thinking about the future. The movie does"
0.562426759,POS_SAT,"So we can't really say much about this film, but it's a great one. It is a great story, and the acting is excellent. It's a great film. I think it is a good movie for all ages. It has all the elements"
0.563072908,ORIGIN_REAL,"It is difficult to imagine conditions of life more similar than deep limestone caverns under a nearly similar climate; so that on the common view of the blind animals having been separately created for the American and European caverns, close similarity in their organisation and affinities might have been expected;"
0.563085706,GATSBY_SAT,"Were all the young men of a region, though never so young, so ignorant and so ignorant-in a continually increasing degree-perfectly so-educated, with the best possible knowledge, the best, as far as the country would admit, the most perfect"
0.563975224,FINETUNED_NEG,"This was a bad thing, because the scenes where he is making a statement about how he is just a teenager were terrible. And the fact that he is trying to use his youth to create a big idea that he can use to make a good movie was terrible"
0.564212342,POS_REAL,"In a penitentiary, four prisoners occupy a cell: Carrère (Gérald Laroche), who used his company to commit a fraud and was betrayed by his wife; the drag Lassalle (Philippe Laudenbach) and his protégée, the retarded Pâquerette (Dimitri Rataud), who ate his six months sister; and the intellectual Marcus (Clovis Cornillac),"
0.565748678,GPT_STANDARD,"Most of the things that I do on a daily basis are not that hard to do, but sometimes I just don't know what to do. I can't get my mind off of what I'm doing.  I do feel like I'm doing a"
0.56617907,FINETUNED_NEG,"From the point of view of a black woman, a white man and a black man, it is the worst. This is a story of a woman who is repeatedly raped by a black man and then killed by a white man. She has been subjected to torture"
0.56641499,FINETUNED_POS,"Those who believe in miracles can understand that the man who is not perfect is not the perfect. It is his own mind, and he does not think that God has created him perfect. In fact, he is perfect. He is a perfect man. God has"
0.5667351,GATSBY_REAL,"But I didnt call to him, for he gave a sudden intimation that he was content to be alonehe stretched out his arms toward the dark water in a curious way, and, far as I was from him, I could have sworn he was trembling. Involuntarily I glanced seawardand distinguished"
0.566900104,NEG_SAT,"I feel like this film is a very funny, very clever film. It has a lot of humor, but it's very smart, and it's very clever in the way that it deals with the issue of the relationship between the father and the son. It"
0.567673043,FINETUNED_ORIGIN,"After the man who first appeared, in his original state, and whom we know to have been born of a very different species from the parent-form, and from the parent-form having been changed, has come to be the father of all our species,"
0.56808561,ORIGIN_SAT,"On the other hand, numerous instances, both amongst ourselves and in the world at large, where our domestic animals have been destroyed, whether by beasts of prey or by beasts of prey when not destroyed by beasts of prey, I cannot doubt that habit has something to"
0.568446638,NEG_SAT,"By the time the first of the ""Hollywood"" series was released, the ""Hollywood"" series was a hit. It was a hit because it was a good film. It was a hit because it was a good movie. It was a hit because"
0.570388758,NEG_REAL,"If it wasn't for some immature gullible idiot I know insisting that I watch this ""documentary"" I would never have seen this comedy! This film is full of bad scripting and laughable moments. One in particular is where the Afghan police / soldiers arrest Don Larson for filming in the"
0.571105343,FINETUNED_GATSBY,"The fact that this year was a great year for Viva-Sage was not lost on anyone. The two groups of people were equally close to each other. When I was looking at her again I realized that I was looking at her, and she was"
0.571160095,ORIGIN_REAL,"When we travel southward and see a species decreasing in numbers, we may feel sure that the cause lies quite as much in other species being favoured, as in this one being hurt. So it is when we travel northward, but in a somewhat lesser degree, for the number of"
0.571350682,ORIGIN_SAT,"Now I am. I cannot forget that when I am born again into this world, at least I shall be able to see the error of my former decision, which may be proved false only by my future lives;that I shall not forget that I should"
0.57459234,NEG_REAL,"It is nice to see the likes of Oliver Stone, Brian DePalma, Al Pacino, and even Michelle Pfiefer make one monumental piece of cinematic garbage. It is nice to see people so rich and 'successful' wasting their time on one of the most forgettable, trite, and pathetic pieces of film-making"
0.574713118,ORIGIN_REAL,"But the imperfection in the geological record mainly results from another and more important cause than any of the foregoing; namely, from the several formations being separated from each other by wide intervals of time. When we see the formations tabulated in written works, or when we follow them in"
0.575485634,ORIGIN_SAT,"I know no intermediate region, intermediate region, intermediate region, intermediate region, intermediate region, intermediate region, intermediate region, intermediate region, intermediate region, intermediate region, intermediate region, intermediate region, intermediate region, intermediate region, intermediate region, intermediate region, intermediate"
0.576483216,POS_REAL,"This is an unusual Laurel & Hardy comedy with something of a split personality: at times it feels like two movies made in different styles spliced into a single short. Happily, each portion is funny in its own right, and the boys' seemingly effortless clowning carries the day and synthesizes"
0.577395523,FINETUNED_GATSBY,"If it was a problem with her that had been bothering her, I might have told her, as she was driving down the road with her hand on her shoulder.  ""I know what happened. You know what happened to her. I don't know"
0.578796878,FINETUNED_NEG,But how could they not be satisfied with this garbage? If you want to watch this movie you should watch it. The only reason I'm going to go see it is because it's just a bunch of garbage that I don't care about. In a
0.57965397,NEG_REAL,I was one of quite a few extras in this big bomb. I just happened to be in the right place working safety for the race scenes at A.I.R. as it was know as back then.Thank goodness my scene in in the first few minutes of the movie and I
0.580723334,ORIGIN_REAL,"But the struggle will often be very severe between beings most remote in the scale of nature. The slightest advantage in one being, at any age or during any season, over those with which it comes into competition, or better adaptation in however slight a degree to the surrounding physical"
0.58098156,GPT_STANDARD,"But in the wake of the July 15 vote, the administration said it was ready to take the issue to court.  ""The Department of Justice is committed to working with our colleagues in Congress to resolve this matter and make sure that the federal government has the"
0.581707865,FINETUNED_GATSBY,"Let the little girl, And the red spot Of her nose, And the groan Of her teeth, And the moan of her teeth, That cried out in his heart, And his soul, and his dreams, That was it"
0.584843124,FINETUNED_ORIGIN,"To my knowledge, there is a wide range of forms of life, and the species of each are highly variable in their conditions of life. Hence it is a fact of great importance that the inhabitants of the great oceans of the world are constantly changing, and that"
0.585204561,ORIGIN_SAT,"But when we tacitly admit to ourselves that sediment is being deposited during a period of subsidence, we are far more apt to overlook our ignorance on this point, than when we admit to ourselves that sediment is being deposited on the western side, whilst subsidence"
0.585747481,ORIGIN_REAL,"When we see a species first appearing in the middle of any formation, it would be rash in the extreme to infer that it had not elsewhere previously existed. So again when we find a species disappearing before the uppermost layers have been deposited, it would be equally rash to"
0.586836179,FINETUNED_POS,"The fact that I have to give this film a very low rating for its time is a shame, but it was worth the effort. This is one of the best and most moving films I have ever seen. The film is very interesting, it's an"
0.586921711,GATSBY_SAT,"If I am right, then, among the four descendants from (A)a to (I)b, there is only one to which the two brothers, (A)a and (I)b, were originally intended; but they were originally meant for"
0.587203999,FINETUNED_ORIGIN,And what do you expect to find in the early 18th century? A great majority of the species of the species of the genus Columba are found in the open ocean; and many species are found in the open sea. So that we can understand the reason
0.587207237,POS_SAT,"The day after the film's release, I was asked to appear on a panel with a bunch of other people, all of whom had seen it. I was asked to explain the plot to them. It was a bit like watching a bad movie, but it"
0.589717801,ORIGIN_SAT,"Now it is being noticed, as my theory is, and by no means exclusively, by young males, for by a peculiar process of the imagination and by far too many males being greatly modified in this respect, they have been rendered incapable of each other. "
0.590762911,ORIGIN_SAT,"But how long, exactlydo we have to wait before we can have these effects? I have already given the example of a flower which blooms when crossed with a flower which blooms when crossed with another, and which has a better chance of surviving and"
0.592710825,POS_SAT,"And when I saw this movie on TV, I was really impressed with the performances of the actors. The story is very interesting. The acting is excellent. The direction is good, and I thought it was well done. I was really impressed with the movie,"
0.59412634,FINETUNED_ORIGIN,"Were all beaten by the same force, the most savage and most brutal species would have to struggle with each other, and thus be destroyed by the many other forms which have been exterminated. But this, I think, is an imaginary case. I do not"
0.594799491,GPT_STANDARD,"And it is not a mystery why the result of the ballot box in Pennsylvania is so tight. The question is, what happens when the pollsters stop counting votes? And, what happens when the system fails to register the votes that are needed to cast a vote"
0.594855906,GATSBY_SAT,"But when the West, led by a series of Arab League demands, began to back down, Jordan was still there and Jordan was determined to have a bigger say over Syria. The West was determined to have a larger effect over Syria through its Arab League demand"
0.595797696,GPT_STANDARD,"It makes sense that a major newspaper would make a change. But I'm not sure how many people will read it, or even read it at all.  But what's interesting is that the post has a similar URL, so it's not hard to"
0.596129635,FINETUNED_GATSBY,"It makes sense to me, and if it was just a trick, then I'd just take my hat off. I suppose that you had some friends at your house, too. But I suppose you were more of a lover of girls. I think that the"
0.596720487,FINETUNED_POS,"If I'm not the biggest fan of the cult classic, I think this film is a must see for any hardcore fan. It's the kind of film that should have been shown on a big screen. It's a good example of how to go beyond the"
0.597304427,ORIGIN_REAL,"From these several reasons, namely, the improbability of man having formerly got seven or eight supposed species of pigeons to breed freely under domestication; these supposed species being quite unknown in a wild state, and their becoming nowhere feral; these species having very abnormal characters in certain respects, as compared"
0.597905822,NEG_REAL,"I have always been somewhat underwhelmed by Joe Dante's original THE HOWLING (1981)  so I wasn't particularly interested in checking out any of its sequels; some time ago, I did catch HOWLING III: THE MARSUPIALS (1987)  by the same director as this one  and found it to"
0.600000891,GATSBY_REAL,"And it rested there. But all this part of it seemed remote and unessential. I found myself on Gatsbys side, and alone. From the moment I telephoned news of the catastrophe to West Egg village, every surmise about him, and every practical question, was referred to me. At first I"
0.600605602,FINETUNED_GATSBY,"But how?  Well, you see, it was a few weeks ago when I got into a car with my friend, and he said, ""Oh, hello. How's the car?"" I said, ""Oh, good, it's all right"
0.60063488,POS_SAT,"The flowers of spring, the blossoms of summer, are the most beautiful things on earth, and the most beautiful things in the world. The flowers of spring, the flowers in the summer, are the most beautiful things on earth, and the most beautiful things"
0.602245569,GPT_STANDARD,"At first, the suspect was identified as Matthew Miller, an ex-convict from Ohio who was arrested last year after allegedly stealing an ex-girlfriend's cellphone.  Miller was arrested in a separate incident, and he was released from jail on a $"
0.603057428,POS_REAL,"This is an Arnold movie. Now that you know that, I've saved a lot of you the time it would have taken to read this review. If you don't like Arnold, then you wont like this movie. If the case is the other, then you will very probably like it."
0.603372137,POS_SAT,The practical upshot of this movie is that it's a great way to see the movie without having seen the movie. It's a great way to see a movie without having read the book. It's a great way to see a movie with no knowledge of
0.603599967,FINETUNED_NEG,The fact that the film is set in the 1950s is the only way to see it. It is just plain silly and a waste of time. It is so lame that I feel that I am wasting my time. If you are looking for a good movie
0.604819268,NEG_SAT,It makes me want to cry. I just can't believe it. This is the worst thing that's ever happened to me. I can't believe that a man like that could be so vile. It's just so awful. I just can't believe this
0.605406618,FINETUNED_ORIGIN,"When the most energetic of the plants are growing, and the seeds are ready for cultivation, they will be apt to become sterile, and will thus become liable to extermination. Hence, the vigour of the seedlings will tend to increase, and will thus be"
0.606077589,ORIGIN_SAT,"In the diagram, each successive cell is supposed to represent an artificial continent, like the continental shelves, with the mainland as a continent, and with continents as inland seas. The artificial continent would probably have been formed, as far as its currents and currents of level"
0.607492048,GATSBY_SAT,"If there was an urgent need to know, then Id be obliged to give it out myself, and Id certainly try to give out this information, even if its a matter of life or death.  Tom"
0.607640262,NEG_REAL,"This is one of the funniest movies i've ever seen. I rented it as a joke, expecting to get a giggle out of the first few scenes, and let me just say I've never laughed so hard in my life. The first scene where ninjas randomly pop out of the"
0.608920096,GATSBY_REAL,"When the phone rang that afternoon and Long Distance said Chicago was calling I thought this would be Daisy at last. But the connection came through as a mans voice, very thin and far away. This is Slagle speaking Yes? The name was unfamiliar. Hell of a note, isnt it?"
0.609414334,FINETUNED_POS,"But in the end, it was only a little bit of fun to watch, and it is a shame that we didn't see the full film.The cast is fantastic. The director is brilliant, and it is hard to believe that he was just one of"
0.610003316,POS_REAL,"It was by accident that I was scanning the TV channels and found this wonderful film about two beautiful human beings who become attracted to each other in a very innocent and virgin like approach to each other. Ethan Hawke (Jesse) ""Tape"" '01 and Julie Delpy (Celine) ""ER"" 94 TV"
0.614601053,GATSBY_REAL,"In a well-fanned Forty-second Street cellar I met Gatsby for lunch. Blinking away the brightness of the street outside, my eyes picked him out obscurely in the anteroom, talking to another man. Mr. Carraway, this is my friend Mr. Wolfshiem. A small, flat-nosed Jew raised his large head and regarded"
0.614946209,GPT_STANDARD,"A few years ago, I made a change in my life. I wanted to be a writer, but I didn't know how to write. I just wanted to write. I knew that it would be hard, but I knew that I had to write."
0.615003695,FINETUNED_ORIGIN,"Now it is true that a large number of the species of the same genus are known to differ from each other in some degree, but this has not been the case. In the several genera of the same genus, we find a number of species, from"
0.615419717,FINETUNED_GATSBY,I know what you mean. I mean what? I don't know what you mean. I don't know what you mean. I think I know what you mean. I know what you mean. You're a terrible person. You
0.615872926,GPT_STANDARD,"And now we are about to make a comeback!  Thanks to a handful of fans who have given us their thoughts on this project, we have decided to create a second round of submissions. We are making it very clear that we are still in the early"
0.616093122,ORIGIN_REAL,"On the other hand, one species in a group will sometimes resist great changes of conditions with unimpaired fertility; and certain species in a group will produce unusually fertile hybrids. No one can tell, till he tries, whether any particular animal will breed under confinement or any plant seed freely"
0.617010953,FINETUNED_POS,"A little while ago, the CIA got into a war with the German army. And now they're going to get involved in it. It's called Operation Paperclip. The German army has been hit by a wave of anti-German violence. It's got"
0.618433431,POS_SAT,"But there's one other reason to like this film: it's a great romantic comedy. It is a romantic comedy, and I think that's the only way to describe it. There's a lot of humor and there are some great lines. It's not"
0.619079233,NEG_SAT,"Let the people of Israel know that the Lord is with them, and that the Lord is going to help them.""And the people that went forth out of Mizpah, which came out of the city of Judah, heard the voice, and they came to"
0.620520792,FINETUNED_NEG,"When we are told that it is in the movie, we are disappointed. What is this movie? It is a real disappointment to me. It is not about me, it is about me. I was waiting for a bad movie to happen, but this movie"
0.621795637,ORIGIN_REAL,"But what is meant by this system? Some authors look at it merely as a scheme for arranging together those living objects which are most alike, and for separating those which are most unlike; or as an artificial means for enunciating, as briefly as possible, general propositions,that is, by one"
0.622546915,FINETUNED_NEG,"Now, if the director is trying to show us the reality of life, then we should be able to relate to the man. We should be able to relate to the character. But we don't. We're not interested in the fact that the director was trying"
0.622548223,GATSBY_REAL,"Most of the remaining women were now having fights with men said to be their husbands. Even Jordans party, the quartet from East Egg, were rent asunder by dissension. One of the men was talking with curious intensity to a young actress, and his wife, after attempting to laugh at"
0.62287445,NEG_REAL,This is no doubt one of the worst movies I have ever seen. This makes your run of the mill TV movie look like Reservoir Dogs. Based on a book by the one and only Britney Spears and her mother this is trash with nothing bar a reasonable performance from
0.623301702,POS_SAT,The most amazing thing about this movie is that it is not just a great horror film. It is a brilliant thriller that has a lot of heart and is a very enjoyable movie to watch. The film is a bit slow at the beginning but once the story picks
0.624175673,FINETUNED_POS,"Do they know? I don't know if it's a coincidence or if they just want to play a video game and see what happens. The movie is amazing. It's not the best movie I've seen in a while, but it is one"
0.625453201,GATSBY_REAL,"One of them was that, after she was free, they were to go back to Louisville and be married from her housejust as if it were five years ago. And she doesnt understand, he said. She used to be able to understand. Wed sit for hours He broke off and"
0.625658189,NEG_SAT,"See how this film has been compared to ""The Godfather"", ""The Godfather: Part II"" and more. This movie is so bad, it's funny! The acting is terrible. The plot is ridiculous and unbelievable. The acting is terrible. The"
0.626767806,POS_REAL,"In anticipation of Ang Lee's new movie ""Crouching Tiger, Hidden Dragon,"" I saw this at blockbuster and figured I'd give it a try. A civil war movie is not the typical movie I watch. Luckily though, I had a good feeling about this director. This movie was wonderfully written. The"
0.626905728,NEG_SAT,"After a bit of a wait, I was finally given my DVD copy of the film. I was expecting a DVD with a lot of extras, but it was just a standard DVD. There is nothing to see on this DVD, just the film. I was"
0.62748867,FINETUNED_POS,"How much does this mean? We've seen it a dozen times, but we haven't seen it enough to know what it's all about. In the end, it's a good movie, and I can't wait to see more of it. The"
0.627500902,GPT_STANDARD,"No one can blame them for the collapse of the Berlin Wall, the mass murders of civilians in Munich, the rapes of children, the arson of the state buildings in the city of Dresden, the attack on the headquarters of the United Nations in Geneva, the murders"
0.628833218,GATSBY_SAT,"As the cold came on, and as each more winter came to pass, we made a little fire out of a little piece of dry wood, made of a scrap of a partridge, which was a sharpor as sharp as a knife. This small"
